ip,hostname,asn,country,events,event_nodes,event_categories_c,event_categories,rep_score,blacklists,tags,ts_added,ts_last_event
65.49.1.152,scan-71-00.shadowserver.org,6939,US,7163,13,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.931547619047619,turris_greylist|uceprotect|dshield|ciarmy|abuseipdb|dataplane_org_vnc_rfb|blocklist_de-ssh|blocklist_de-imap|blocklist_de-mail,whitelist|researchscanners|reconscanning,2025-02-22T05:06:40Z,2025-08-10T18:14:51Z
65.49.1.232,scan-79-00.shadowserver.org,6939,US,7473,14,4,AnomalyTraffic|AttemptLogin|IntrusionUserCompromise|ReconScanning,0.930952380952381,dshield|ciarmy|abuseipdb|turris_greylist|uceprotect|blocklist_de-ssh|dataplane_org_vnc_rfb,researchscanners|whitelist|reconscanning,2025-03-15T00:04:16Z,2025-08-10T18:19:20Z
51.15.98.45,research.hadrian.io,12876,FR,1625,5,2,AnomalyTraffic|ReconScanning,0.9309523809523809,ciarmy|abuseipdb,reconscanning,2025-06-21T02:21:35Z,2025-08-10T16:40:45Z
65.49.1.25,scan-53b.shadowserver.org,6939,US,6018,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9306547619047618,firehol_anonymous|ciarmy|turris_greylist|abuseipdb|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-06-29T20:49:07Z,2025-08-10T18:25:00Z
143.92.37.165,,152194,SG,873,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9305058252243767,spamhaus-sbl|spamhaus-drop|blocklist_net_ua_ips|blocklist_de-ssh|uceprotect|bruteforceblocker|abuseipdb|firehol_anonymous|blocklist_de-sip,reconscanning|attemptlogin,2025-07-29T17:40:20Z,2025-08-10T18:23:43Z
65.49.1.213,scan-77-01.shadowserver.org,6939,US,5748,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.930357142857143,dshield|ciarmy|abuseipdb|blocklist_de-ssh|turris_greylist|uceprotect,researchscanners|whitelist|reconscanning,2025-03-15T00:06:41Z,2025-08-10T18:22:57Z
65.49.1.166,scan-72-04.shadowserver.org,6939,US,5904,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9303571428571428,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect,whitelist|researchscanners|reconscanning,2025-02-20T17:17:35Z,2025-08-10T18:26:56Z
65.49.1.106,scan-58m.shadowserver.org,6939,US,5891,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9297619047619048,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-07-07T14:29:34Z,2025-08-10T18:22:36Z
65.49.1.66,scan-56a.shadowserver.org,6939,US,6811,16,4,AnomalyTraffic|AttemptLogin|IntrusionUserCompromise|ReconScanning,0.9296130952380952,ciarmy|turris_greylist|uceprotect|abuseipdb|blocklist_de-ssh|dshield|dataplane_org_vnc_rfb|blocklist_net_ua_ips|blocklist_de-imap|blocklist_de-mail,reconscanning|whitelist|researchscanners,2023-07-07T14:45:49Z,2025-08-10T18:21:35Z
65.49.1.125,scan-68-03.shadowserver.org,6939,US,7275,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9288690476190476,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T17:08:11Z,2025-08-10T18:22:51Z
65.49.1.131,scan-68-09.shadowserver.org,6939,US,7024,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9288690476190475,ciarmy|abuseipdb|turris_greylist|dshield|blocklist_de-ssh|uceprotect,whitelist|researchscanners|reconscanning,2025-02-20T17:16:57Z,2025-08-10T18:23:08Z
65.49.1.52,scan-55a.shadowserver.org,6939,US,6747,15,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9285714285714285,ciarmy|turris_greylist|uceprotect|abuseipdb|blocklist_de-ssh|dshield|dataplane_org_vnc_rfb|blocklist_de-imap|blocklist_de-mail,reconscanning|whitelist|researchscanners,2023-06-30T14:08:28Z,2025-08-10T18:26:30Z
65.49.1.108,scan-59a.shadowserver.org,6939,US,6820,13,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9282738095238093,ciarmy|uceprotect|turris_greylist|abuseipdb|firehol_anonymous|dshield|dataplane_org_vnc_rfb|blocklist_de-ssh|blocklist_de-imap|blocklist_de-mail,reconscanning|whitelist|researchscanners,2023-07-07T14:33:10Z,2025-08-10T18:26:02Z
185.242.226.41,security.criminalip.com,202425,NL,4683,5,2,AnomalyTraffic|ReconScanning,0.9279761904761904,dshield|ciarmy|abuseipdb|turris_greylist,researchscanners|whitelist|reconscanning,2024-08-11T07:51:17Z,2025-08-10T15:11:28Z
65.49.1.146,scan-70-04.shadowserver.org,6939,US,7119,9,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9279761904761904,uceprotect|ciarmy|abuseipdb|turris_greylist|dshield,whitelist|researchscanners|reconscanning,2025-02-20T17:14:20Z,2025-08-10T17:57:33Z
185.242.226.20,security.criminalip.com,202425,NL,2416,12,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9275543718110947,ciarmy|dshield|uceprotect|abuseipdb|blocklist_de-imap|blocklist_de-mail|blocklist_de-ssh|crowdsec,whitelist|researchscanners|reconscanning,2024-02-14T17:12:13Z,2025-08-10T17:20:58Z
65.49.1.215,scan-77-03.shadowserver.org,6939,US,5717,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9273809523809524,dshield|ciarmy|abuseipdb|turris_greylist|blocklist_de-ssh|uceprotect,whitelist|researchscanners|reconscanning,2025-03-15T00:54:48Z,2025-08-10T18:16:40Z
204.76.203.219,hosted-by.pfcloud.io,51396,NL,44584,6,2,AnomalyTraffic|ReconScanning,0.9273809523809524,spamhaus-sbl|spamhaus-drop|spamhaus-pbl|abuseipdb|turris_greylist|dshield|blocklist_net_ua_ips,reconscanning,2025-05-17T13:21:41Z,2025-08-10T01:09:53Z
65.49.1.181,scan-73-09.shadowserver.org,6939,US,6813,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9273809523809523,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-02-20T18:41:35Z,2025-08-10T18:05:41Z
139.19.117.131,inet-research-scan-7.mpi-inf.mpg.de,680,DE,7701,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9270833333333335,blocklist_de-ssh|abuseipdb|ciarmy|crowdsec,reconscanning|attemptlogin,2024-04-04T20:27:03Z,2025-08-10T18:10:59Z
65.49.1.165,scan-72-03.shadowserver.org,6939,US,5867,10,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9270833333333334,ciarmy|abuseipdb|uceprotect|dshield|turris_greylist,researchscanners|whitelist|reconscanning,2025-02-20T17:57:25Z,2025-08-10T18:19:39Z
65.49.1.129,scan-68-07.shadowserver.org,6939,US,7041,10,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9269345238095238,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T17:07:06Z,2025-08-10T18:27:38Z
65.49.1.105,scan-58l.shadowserver.org,6939,US,5828,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9264880952380953,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-07-07T15:11:04Z,2025-08-10T18:00:13Z
65.49.1.194,scan-75-02.shadowserver.org,6939,US,6126,6,2,AnomalyTraffic|ReconScanning,0.9264880952380953,ciarmy|uceprotect|abuseipdb|dshield|turris_greylist,researchscanners|whitelist|reconscanning,2025-02-20T17:10:51Z,2025-08-10T18:17:14Z
65.49.1.163,scan-72-01.shadowserver.org,6939,US,5802,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9258928571428571,ciarmy|uceprotect|abuseipdb|dshield|turris_greylist|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T18:04:59Z,2025-08-10T18:25:59Z
204.76.203.212,hosted-by.pfcloud.io,51396,NL,36248,6,2,AnomalyTraffic|ReconScanning,0.9258928571428571,spamhaus-sbl|spamhaus-drop|spamhaus-pbl|abuseipdb|turris_greylist|dshield,reconscanning,2025-05-17T21:11:51Z,2025-08-10T18:26:28Z
122.114.197.80,,4837|37943,CN,625,11,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9258061448733013,blocklist_net_ua_ips|abuseipdb|blocklist_de-ssh|uceprotect,reconscanning|attemptlogin,2025-06-25T14:50:04Z,2025-08-10T18:15:13Z
65.49.1.24,scan-53a.shadowserver.org,6939,US,7006,14,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9257440476190476,ciarmy|turris_greylist|uceprotect|abuseipdb|blocklist_de-ssh|dshield|dataplane_org_vnc_rfb|blocklist_de-mail,reconscanning|whitelist|researchscanners,2023-06-29T20:49:08Z,2025-08-10T18:16:27Z
86.54.31.32,hat.census.shodan.io,174,CA,42217,9,4,AttemptLogin|IntrusionUserCompromise|IntrusionUserCompromise+AttemptExploit|ReconScanning,0.925595238095238,ciarmy|abuseipdb|dataplane_org_smtp_greet|dataplane_org_sipquery|dataplane_org_telnet_login|turris_greylist|spamhaus-sbl-css|blocklist_de-ssh|spamhaus-xbl-cbl|blocklist_de-imap|blocklist_de-mail,researchscanners|whitelist|reconscanning,2025-04-08T23:50:29Z,2025-08-10T18:22:57Z
65.49.1.170,scan-72-08.shadowserver.org,6939,US,5986,6,2,AnomalyTraffic|ReconScanning,0.9252976190476191,ciarmy|abuseipdb|dshield|turris_greylist|uceprotect|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T17:11:05Z,2025-08-10T18:14:53Z
65.49.1.161,scan-71-09.shadowserver.org,6939,US,5925,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9252976190476191,ciarmy|abuseipdb|dshield|turris_greylist|uceprotect|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-02-20T17:36:49Z,2025-08-10T17:59:06Z
65.49.20.76,scan-19b.shadowserver.org,6939,US,5633,5,2,AnomalyTraffic|ReconScanning,0.925,ciarmy|abuseipdb|spamhaus-xbl-cbl|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T17:12:57Z,2025-08-10T18:10:24Z
65.49.1.107,scan-58n.shadowserver.org,6939,US,5925,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.925,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-07-07T14:25:02Z,2025-08-10T18:26:57Z
65.49.1.85,scan-57f.shadowserver.org,6939,US,5957,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.925,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-07-07T14:29:50Z,2025-08-10T18:23:40Z
65.49.1.157,scan-71-05.shadowserver.org,6939,US,6099,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.924702380952381,ciarmy|uceprotect|abuseipdb|turris_greylist|dshield|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T17:10:02Z,2025-08-10T18:24:33Z
65.49.1.237,scan-79-05.shadowserver.org,6939,US,6593,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.924702380952381,dshield|ciarmy|abuseipdb|uceprotect|turris_greylist|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-03-15T00:50:04Z,2025-08-10T18:25:46Z
65.49.1.207,scan-76-05.shadowserver.org,6939,US,6487,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9247023809523809,ciarmy|dshield|abuseipdb|turris_greylist|uceprotect|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-03-17T15:47:12Z,2025-08-10T18:21:44Z
65.49.1.233,scan-79-01.shadowserver.org,6939,US,6566,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.924404761904762,dshield|ciarmy|abuseipdb|turris_greylist|uceprotect|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-03-15T00:51:17Z,2025-08-10T18:26:24Z
65.49.1.137,scan-69-05.shadowserver.org,6939,US,6663,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9244047619047618,ciarmy|abuseipdb|turris_greylist|dshield|blocklist_de-ssh|uceprotect,researchscanners|whitelist|reconscanning,2025-02-20T17:14:17Z,2025-08-10T18:18:10Z
65.49.1.31,scan-53h.shadowserver.org,6939,US,5980,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9241071428571428,firehol_anonymous|ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-06-29T20:43:34Z,2025-08-10T18:23:50Z
65.49.1.15,scan-52f.shadowserver.org,6939,US,6041,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.923809523809524,ciarmy|turris_greylist|abuseipdb|uceprotect|blocklist_de-ssh|dshield,reconscanning|whitelist|researchscanners,2023-06-28T16:02:28Z,2025-08-10T18:23:56Z
176.65.149.159,hosted-by.pfcloud.io,51396,NL,3476,5,2,AnomalyTraffic|ReconScanning,0.9238095238095239,spamhaus-sbl|spamhaus-drop|abuseipdb|turris_greylist|dshield|spamhaus-xbl-cbl,reconscanning,2025-07-15T12:18:49Z,2025-08-10T18:14:33Z
65.49.1.130,scan-68-08.shadowserver.org,6939,US,7054,9,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9238095238095237,ciarmy|abuseipdb|dshield|turris_greylist|blocklist_de-ssh|uceprotect,whitelist|researchscanners|reconscanning,2025-02-20T17:39:09Z,2025-08-10T18:26:39Z
65.49.1.176,scan-73-04.shadowserver.org,6939,US,6655,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9235119047619047,dshield|uceprotect|ciarmy|abuseipdb|turris_greylist|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-04-17T16:24:32Z,2025-08-10T18:24:35Z
65.49.1.212,scan-77-00.shadowserver.org,6939,US,6952,12,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9232142857142857,dshield|ciarmy|abuseipdb|turris_greylist|uceprotect|blocklist_de-ssh|dataplane_org_vnc_rfb|blocklist_net_ua_ips,researchscanners|whitelist|reconscanning,2025-03-15T00:48:29Z,2025-08-10T18:21:14Z
172.235.181.226,prod48client01.academyforinternetresearch.org,63949,NL,17737,13,4,AnomalyTraffic|AttemptLogin|IntrusionUserCompromise|ReconScanning,0.9229166666666667,turris_greylist|dataplane_org_smtp_greet|dataplane_org_telnet_login|abuseipdb|blocklist_de-ssh|bruteforceblocker|uceprotect|spamhaus-xbl-cbl|blocklist_de-imap|blocklist_de-mail|crowdsec|blocklist_net_ua_ips,reconscanning,2025-04-12T02:01:30Z,2025-08-10T18:26:17Z
65.49.1.133,scan-69-01.shadowserver.org,6939,US,6778,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9229166666666665,ciarmy|abuseipdb|dshield|turris_greylist|uceprotect|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-02-20T17:24:33Z,2025-08-10T18:10:15Z
185.142.236.41,guitar.census.shodan.io,174|12989,NL,2095,5,2,AnomalyTraffic|ReconScanning,0.9226190476190476,turris_greylist|abuseipdb,whitelist|researchscanners|reconscanning,2025-06-25T16:08:13Z,2025-08-10T16:01:27Z
65.49.1.204,scan-76-02.shadowserver.org,6939,US,6362,9,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9223214285714286,ciarmy|dshield|abuseipdb|turris_greylist|uceprotect|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-03-17T15:37:58Z,2025-08-10T18:22:58Z
65.49.1.155,scan-71-03.shadowserver.org,6939,US,6152,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9223214285714285,ciarmy|abuseipdb|turris_greylist|dshield|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T17:11:41Z,2025-08-10T18:26:07Z
65.49.1.127,scan-68-05.shadowserver.org,6939,US,7056,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9220238095238096,ciarmy|abuseipdb|turris_greylist|uceprotect|dshield,whitelist|researchscanners|reconscanning,2025-02-07T15:52:42Z,2025-08-10T18:24:58Z
65.49.1.175,scan-73-03.shadowserver.org,6939,US,6622,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9220238095238096,ciarmy|abuseipdb|dshield|turris_greylist|uceprotect|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T18:13:32Z,2025-08-10T18:25:39Z
65.49.1.158,scan-71-06.shadowserver.org,6939,US,5998,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9220238095238095,ciarmy|uceprotect|abuseipdb|turris_greylist|dshield,researchscanners|whitelist|reconscanning,2025-02-20T17:15:47Z,2025-08-10T18:08:41Z
65.49.1.78,scan-56m.shadowserver.org,6939,US,5728,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9211309523809523,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-07-07T14:36:56Z,2025-08-10T18:22:55Z
65.49.1.43,scan-54f.shadowserver.org,6939,US,5610,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9208333333333333,firehol_anonymous|ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-06-30T02:35:40Z,2025-08-10T18:18:22Z
65.49.1.202,scan-76-00.shadowserver.org,6939,US,7309,16,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9208333333333332,ciarmy|dshield|abuseipdb|turris_greylist|uceprotect|dataplane_org_vnc_rfb|blocklist_de-mail|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-03-17T15:37:22Z,2025-08-10T18:27:04Z
65.49.1.193,scan-75-01.shadowserver.org,6939,US,6364,10,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9205357142857142,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect,researchscanners|whitelist|reconscanning,2025-02-20T17:26:38Z,2025-08-10T18:20:42Z
65.49.1.123,scan-68-01.shadowserver.org,6939,US,7141,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9205357142857142,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-02-20T17:29:54Z,2025-08-10T18:13:22Z
65.49.1.156,scan-71-04.shadowserver.org,6939,US,6126,6,2,AnomalyTraffic|ReconScanning,0.9199404761904763,ciarmy|abuseipdb|uceprotect|turris_greylist|dshield|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-02-20T17:19:07Z,2025-08-10T18:25:52Z
83.222.191.150,,204428|212283,BG,36356,7,2,AnomalyTraffic|ReconScanning,0.9199404761904763,spamhaus-sbl|spamhaus-drop|abuseipdb|dshield|turris_greylist,reconscanning,2025-03-08T08:25:55Z,2025-08-10T18:25:39Z
65.49.1.234,scan-79-02.shadowserver.org,6939,US,6441,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9199404761904763,dshield|ciarmy|abuseipdb|uceprotect|turris_greylist|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-03-15T00:39:26Z,2025-08-10T18:18:54Z
65.49.1.60,scan-55i.shadowserver.org,6939,US,5727,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9199404761904761,firehol_anonymous|ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-06-30T14:37:12Z,2025-08-10T18:17:15Z
65.49.1.95,scan-58b.shadowserver.org,6939,US,5858,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9199404761904761,ciarmy|turris_greylist|abuseipdb|uceprotect|blocklist_de-ssh|dshield,reconscanning|whitelist|researchscanners,2023-07-07T14:26:57Z,2025-08-10T17:52:54Z
65.49.1.144,scan-70-02.shadowserver.org,6939,US,7081,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9190476190476191,uceprotect|ciarmy|abuseipdb|turris_greylist|dshield|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T17:15:00Z,2025-08-10T18:26:39Z
65.49.1.183,scan-74-01.shadowserver.org,6939,US,5968,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9190476190476191,ciarmy|abuseipdb|blocklist_de-ssh|turris_greylist|dshield|uceprotect,whitelist|researchscanners|reconscanning,2025-02-20T17:24:34Z,2025-08-10T18:23:28Z
65.49.1.21,scan-52l.shadowserver.org,6939,US,5756,7,2,AnomalyTraffic|ReconScanning,0.919047619047619,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-06-28T16:12:39Z,2025-08-10T18:19:33Z
65.49.1.169,scan-72-07.shadowserver.org,6939,US,5862,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.919047619047619,ciarmy|abuseipdb|turris_greylist|dshield|blocklist_de-ssh|uceprotect,whitelist|researchscanners|reconscanning,2025-02-20T17:37:51Z,2025-08-10T18:23:04Z
65.49.20.123,scan-18n.shadowserver.org,6939,US,5855,5,2,AnomalyTraffic|ReconScanning,0.91875,ciarmy|abuseipdb|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T18:29:21Z,2025-08-10T18:15:59Z
65.49.1.102,scan-58i.shadowserver.org,6939,US,5788,9,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.91875,ciarmy|turris_greylist|abuseipdb|uceprotect|blocklist_de-ssh|dshield,reconscanning|whitelist|researchscanners,2023-07-07T14:52:55Z,2025-08-10T17:57:52Z
65.49.1.216,scan-77-04.shadowserver.org,6939,US,5892,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.91875,dshield|ciarmy|abuseipdb|turris_greylist|blocklist_de-ssh|uceprotect,researchscanners|whitelist|reconscanning,2025-03-15T00:04:37Z,2025-08-10T18:24:08Z
65.49.1.80,scan-57a.shadowserver.org,6939,US,6916,15,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.918452380952381,ciarmy|uceprotect|turris_greylist|abuseipdb|dshield|dataplane_org_vnc_rfb|blocklist_de-ssh|blocklist_de-imap|blocklist_de-mail,reconscanning|whitelist|researchscanners,2023-07-07T14:29:09Z,2025-08-10T18:17:39Z
65.49.1.178,scan-73-06.shadowserver.org,6939,US,6821,9,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.918452380952381,dshield|uceprotect|ciarmy|abuseipdb|turris_greylist|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-04-17T16:56:07Z,2025-08-10T18:25:28Z
65.49.1.122,scan-68-00.shadowserver.org,6939,US,8009,10,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9184523809523809,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect|dataplane_org_vnc_rfb|blocklist_de-ssh|blocklist_de-imap|blocklist_de-mail,researchscanners|whitelist|reconscanning,2025-02-20T17:04:37Z,2025-08-10T18:26:08Z
65.49.1.235,scan-79-03.shadowserver.org,6939,US,6449,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9184523809523809,dshield|ciarmy|abuseipdb|turris_greylist|uceprotect|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-03-15T00:51:15Z,2025-08-10T18:24:13Z
65.49.1.23,scan-52n.shadowserver.org,6939,US,5921,9,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.918154761904762,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-06-28T15:43:20Z,2025-08-10T18:27:14Z
65.49.1.141,scan-69-09.shadowserver.org,6939,US,6745,6,2,AnomalyTraffic|ReconScanning,0.918154761904762,ciarmy|abuseipdb|dshield|turris_greylist|blocklist_de-ssh|uceprotect,whitelist|researchscanners|reconscanning,2025-02-20T17:44:37Z,2025-08-10T18:15:36Z
65.49.1.111,scan-59d.shadowserver.org,6939,US,5733,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9178571428571429,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-07-07T13:55:09Z,2025-08-10T18:13:47Z
65.49.1.185,scan-74-03.shadowserver.org,6939,US,5877,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9178571428571429,ciarmy|abuseipdb|turris_greylist|dshield|blocklist_de-ssh|uceprotect,whitelist|researchscanners|reconscanning,2025-02-20T17:10:37Z,2025-08-10T18:04:23Z
65.49.1.126,scan-68-04.shadowserver.org,6939,US,7049,9,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9172619047619047,ciarmy|abuseipdb|uceprotect|dshield|turris_greylist|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T18:08:34Z,2025-08-10T18:05:48Z
65.49.1.239,scan-79-07.shadowserver.org,6939,US,6805,9,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9172619047619047,dshield|ciarmy|abuseipdb|turris_greylist|blocklist_de-ssh|uceprotect,researchscanners|whitelist|reconscanning,2025-03-15T00:37:06Z,2025-08-10T18:07:30Z
